audit_item_id,image_path,image_sha256
audit-0064,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0404.jpg,fdea969065dbd29b0207b6a0923939520775bc625c3b3c0b0ba6fc0c6d03c4de
audit-0065,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0223.jpg,a22c3f1e1779037f913feb48b4c47cf11493b9291b04e80b63cb9169b3ca5947
audit-0066,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0227.jpg,8397c15ab4b7724f662b38b9d75e8afcb8c76da49a3249b947a32e63880f2257
audit-0067,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0323.jpg,f71ca9668d3ad65912af87477018bba12d8c13d891036b86c0db86eda58a7138
audit-0068,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0293.jpg,acf7fc7699e038b8e1812776d1dd37ad3003696f9ee05dd2b0ba6c00b8b84313
audit-0069,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0069.jpg,926d68ea845f963f414db3985084763ac75c357840da1a92c0769e052fb87202
audit-0070,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0090.jpg,b741e05bf82d4cdea2379cd001aebda3fe32ce04741a4dd31111f7d95387e19b
audit-0071,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0190.jpg,200771092be69e058adb6c78a333489f9968ffea8f21dd233d25a711d5eed2a2
audit-0072,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0539.jpg,dcd9d1c3b07e0b12915d8147bbc02383c6adc49424815e4fd0ff5b439fe2c120
audit-0073,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0591.jpg,34e7102fba12d91d72a401528907325b5879114e24c9e010120e5936bd3203c6
audit-0074,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0195.jpg,63d63e7d3b70fdd32d5ba8ca829fe88f0f99fbe45d6f9f8694df8233e66716eb
audit-0075,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0086.jpg,0fbee8d98ba61ffc26b292363f16642caea06b1a0eee31813210b144cad1a331
audit-0076,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0262.jpg,b0584f3e0c4ad8fd315a55173fd05054847ad308e2e2f3b1f596bc1e18b15bec
audit-0077,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0423.jpg,ffb05cba77673c5ebae82a792712ab95826db7a95bd3d2e3f0f26665a9f52e01
audit-0078,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0368.jpg,6fcb15283a36957e3265d1804a059108c0b7a598dad4b565ee386223c493e627
audit-0079,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0419.jpg,65ec0ceceb586f4b0e7dde232d6d8a070e0457800d8bdc49a4ce112ca71c651b
audit-0080,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0481.jpg,997d3ba0f84c4bad788fb22079052be8fb0c39c7cccf819d94ccbbd555220656
audit-0081,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0420.jpg,cd428f8b708a34b6c11c63fc7779c79751f4ff2b3fdf52e039247e288f5844bf
audit-0082,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0224.jpg,8f4b40705a788f27367baa8b892c9412c0fed749f678f582fae6c92a1412de5e
audit-0083,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0215.jpg,94e45396498ad812d6495d468349e8890b73bd18a481cddc9410423350f860c0
audit-0084,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0358.jpg,b1d46d0ac7d47fbcf2960876c64c66b7f661a2e5fe6582c880f2394208965940
audit-0085,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0177.jpg,28564103ec99cd8d51740d74bdf523d785149e1fc50dbb307d9852bb3b3b0613
audit-0086,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0111.jpg,afc34c68c59ff0da2a99037c08cba9fcfc5fcded78058528a7f5a82878de145d
audit-0087,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0347.jpg,60e6fd60ecef4222df30939ab4f3d7ad84d4de55dc32bc1e32d75c84558ec376
audit-0088,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0049.jpg,182d32fa36ab66d325d1a239fcab863e8eb8a71b640feb3dda9e3810db42e240
audit-0089,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0445.jpg,e07b280df6c4f05cde1260290f6645479c04883f567121bb4c90b123d3e5c735
audit-0090,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0390.jpg,2c4c199c454a1ea86e5b76a864cc7ea63189cd14795402aa20b596284a5c84b8
audit-0091,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0246.jpg,0abea54672e9a145ad04b8b570dbdfebedc870b980d0885c67fc3fef5ae99396
audit-0092,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0355.jpg,793507b06d2bceacb69b91825d37bb63d81438dfe63f94f35d3a8d401f2b3cb8
audit-0093,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0145.jpg,71cc50a5ed607e6d02a8feacfacacb8d14bbd27f84a2592162bdabf6692b79bd
audit-0094,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0561.jpg,86be888c43a7e925acf487ad69e1adbdcf6dd3000128fc99b84fd83f50eed17e
audit-0095,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0130.jpg,258081d393b30047cfb01f195e8697550ef5b8c4deae1eef75eecf0ba4b0ac25
audit-0096,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0232.jpg,d9ad1c69d5f2b99c1fa534ed7276c7e956b812297ae747ef69a9d669510793bb
audit-0097,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0562.jpg,b886faa9ecc0d1f9102feee4bea3dc6026af139814a65d9c64f1b9a50e7c2804
audit-0098,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0113.jpg,c60dcc6ecf018db7586209d08c358fed354ba2e95650fa164d50d5929f32e3d3
audit-0099,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0085.jpg,57a4c2b8225f8bad52179c3fce160bd3f4d98611167615f9fae44d2e96807124
audit-0100,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0046.jpg,75e61879a810546ddc61f86515704583ee005f2d5b434a408eb9f5a531b78320
audit-0101,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0109.jpg,abf8e639f1667061ae788bc476e69f30601188aa11ea88442cf76d226d8e6d0f
audit-0102,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0350.jpg,0e175c659d9e016c0bc96163e7eac4cbcc17a20a7d087f9bfb305cecc5cb28c9
audit-0103,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0590.jpg,d918532397eeea42bdca2b4dc9fd86e7919beeb72878ecb3583a902dbe954966
audit-0104,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0431.jpg,c268d7f3d6a0a8d0a29b4e61b07641b2e2d1ea7a2453db9aadec289d2787a4ef
audit-0105,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0253.jpg,1c4f3d250e917c43a8550fa0f4ce3afed8042fc4fe2266fc597da88196942bd7
audit-0106,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0592.jpg,ca312e34be5fe65f55fd6039e982e2566bcee8972125b444b6f7e83077f71cd7
audit-0107,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0469.jpg,dd853935756e5ba262a6aecda468f9c8742ff2fbda9b241a9070936294b6d104
audit-0108,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0057.jpg,d1c6ab5383bbb5ddbb7284535c0cd51756874d4b5c4c41d774845be424e71b90
audit-0109,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0203.jpg,4a932ae541ea0a424892864cb8a1c0e2dd5034ce50be16f7dbd2cb2c1fecc152
audit-0110,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0476.jpg,cf0b2121e9b42c391b44a8979dc6b9d6ea0fa33fcd3e441656f0710ab7a26c5e
audit-0111,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0343.jpg,43edfbc41f78ba50f2cb799bdea7da4187d2d6bc1a280ca15663cc05d4f4ba78
audit-0112,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0426.jpg,dbbd2b1455b4bfa267dbff99dac2b68f815202cd466e6cae49a6d83c30d2ab66
audit-0113,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0094.jpg,ab7004d32a380bd2df13935de4668a6b6c7ad336b592834cffa2005e2d938f76
audit-0114,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0043.jpg,6a54c93dea3c87251742e739aeb5a32404c3d7d624a06f7d7c1609476994fe3e
audit-0115,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0458.jpg,38d5c5a3901e9a6931a8b76884c5d6b338c7307cdc255d1a4ecbf0d807a58264
audit-0116,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0325.jpg,2bdfe1684b9b2b7ae9014e1411981c7dddf30791452512d68b044c825a60fe41
audit-0117,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0378.jpg,0afaa907dfecbfbbad1fc5663e00c09387415f25d8e21d7ac0905ca4660f497f
audit-0118,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0525.jpg,7bef4dedf667c596b76e2c6450988756643a39fc6873b484c3f7a0dd12020e91
audit-0119,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0511.jpg,18f5ab52d7b3261b2aa6f1d044061000121de05446f19f0b2d5810cd54b54291
audit-0120,archived_workspace/experiments/coverage_audit/work/contact_sheets/pc-0577.jpg,cf4c5b744560b63d012ffd11ecb1cef02fe85cd6464a9bb9c4c3b6c99b1e44d6
