audit_item_id,proposal_no,original_question_text_cn,review_status,revised_question_text_cn,primary_capability,needs_continuous_video,confidence,review_notes
audit-0032,3,防守球员回撤的直接目标是封堵哪一区域？,confirmed,"",action_goal,0,medium,防守者回撤路径与门前空间位置清楚，可判断其直接封堵区域。
audit-0035,1,传中球到达门前后哪队球员先触球？,confirmed,"",temporal_order,0,medium,传中到门前后的首次接触事件在高密度序列中可辨。
audit-0035,3,守门员扑救的直接空间目标是哪一侧来球？,confirmed,"",action_goal,0,medium,守门员位置、扑救动作和来球所在侧均有连续覆盖。
audit-0036,1,钩针在织机上依次挑起了哪一排橡皮筋？,still_uncertain,"",action_event,1,low,钩针与橡皮筋排被手部多次遮挡，64帧仍不足以稳定识别依次挑起的具体一排。
audit-0037,2,射门后球进入球门的哪一侧？,confirmed,"",dynamic_relation,0,high,射门轨迹和球进入球门的位置在64帧中清楚。
audit-0037,3,守门员扑救方向与来球方向是否一致？,revised,以画面为参照，球向球门右侧飞行时守门员是否也向画面右侧扑出？,reference_frame,0,high,原问题的方向参照不明确，64帧支持将来球与扑救统一到画面参照系下比较。
audit-0040,1,男子在船内先指向座椅还是先指向地板？,confirmed,"",temporal_order,0,medium,男子手势依次指向船内不同位置，64帧足以比较先后。
audit-0044,3,飞机离地发生在经过航站楼之前吗？,revised,飞机经过航站楼上空时是否已经离地？,temporal_order,0,high,片段开始时飞机已经在空中，原问题中的离地瞬间未出现；改写后可由64帧稳定判断。
audit-0046,1,天空中的小物体先下降还是先接近镜头？,still_uncertain,"",temporal_order,1,low,天空中存在多个极小目标且画面含标记，离散帧无法稳定区分同一物体的下降与接近镜头。
audit-0046,2,飞行物相对树梢高度如何变化？,confirmed,"",dynamic_relation,0,medium,同一标记飞行物相对树梢的高度变化在64帧跨度内可比较。
audit-0048,3,远处云层相对输电塔向哪侧移动？,still_uncertain,"",reference_frame,1,low,相机明显平移且云层形变缓慢，64帧仍不足以把云层真实运动与相机运动可靠分离。
audit-0049,2,后轮组件在操作中发生了什么状态变化？,confirmed,"",deformation_state,0,high,后轮组件拆卸前后的状态变化有完整近景。
audit-0049,3,男子操作轮毂的直接目标是什么？,confirmed,"",action_goal,0,high,男子操作轮毂并最终拆下车轮，直接目标可由动作结果确认。
audit-0050,3,讲解者反复指向车架中部的目标是什么？,rejected,"",action_goal,0,low,反复指向车架中部的讲解目标依赖语音或产品知识，64帧只能确认指向位置，不能确认意图内容。
audit-0052,1,驾驶员转动方向盘时车辆行进方向如何变化？,confirmed,"",dynamic_relation,0,medium,方向盘转动和车辆前方道路方向变化均有多帧覆盖。
audit-0054,2,悬挂物被取下后是否交给室外的人？,confirmed,"",action_event,0,medium,悬挂物被取下后从室内带向室外人员处，交接过程在序列中可追踪。
audit-0054,3,男子取下物体的直接目标是什么？,revised,男子取下悬挂物后将其带向室内还是室外？,dynamic_relation,0,high,原问题询问不可直接观察的目的，64帧明确显示实际移动方向，故改为视觉可核验的空间事件。
audit-0055,3,若保持当前转向车辆下一刻会靠近轮胎障碍吗？,confirmed,"",physical_prediction,0,medium,车辆当前转向轨迹及轮胎障碍位置在64帧中足以支持近时预测。
audit-0056,3,前车进入急弯后后车是否缩短距离？,still_uncertain,"",dynamic_relation,1,low,两车在高空远景中尺寸很小，转弯阶段的间距变化不足以稳定判定是否缩短。
audit-0058,2,飞行器升空前地面车辆是否移动？,confirmed,"",temporal_order,0,high,地面车辆运动与飞行器升空的时间顺序在64帧中清楚。
audit-0059,1,冲浪者在一次浪上完成了几次明显转向？,revised,冲浪者在片段中是否完成了不止一次方向相反的明显转向？,action_event,0,high,原问题要求对边界含糊的次数计数，64帧稳定支持更明确的多次反向转向判断。
audit-0060,2,人群在车辆靠近前是否向两侧让开？,confirmed,"",action_event,0,high,车辆靠近前后人群位置变化在序列中清楚。
audit-0060,3,车辆最终停在人群的哪一侧？,confirmed,"",static_relation,0,medium,车辆最终位置和人群所在侧在末段多帧中可比较。
audit-0066,3,推婴儿车的人是否从画面一侧走到另一侧？,confirmed,"",dynamic_relation,0,medium,推婴儿车者的跨画面轨迹在全时段采样中可追踪。
audit-0067,3,骑手转弯前是否减速？,still_uncertain,"",temporal_order,1,low,是否减速需要连续速度信息，64帧虽显示转弯路径但不足以可靠比较瞬时速度。
audit-0071,2,启动动画先出现在左侧仪表还是中控屏？,confirmed,"",temporal_order,0,high,左侧仪表与中控屏启动画面的出现先后清楚。
audit-0073,3,冲浪者抬起前脚的直接目标是保持平衡吗？,confirmed,"",action_goal,0,medium,抬脚与随后维持冲浪板稳定的关系在多帧中可见，作为即时平衡目标有视觉依据。
audit-0074,3,若维持当前轨迹车辆会接近弯道内侧吗？,confirmed,"",physical_prediction,0,medium,车辆轨迹、弯道边界和内侧位置在64帧中清楚，可作近时几何预测。
audit-0076,2,绳索在手中形成了什么结构？,confirmed,"",deformation_state,0,high,绳索从松散状态形成环结结构的过程完整可见。
audit-0076,3,男子拉动绳索的直接目标是什么？,confirmed,"",action_goal,0,medium,拉动绳索后形成并收紧结结构，直接动作目标可由结果判断。
audit-0077,2,男子先指向门把手还是车牌上方？,confirmed,"",temporal_order,0,high,男子先后指向门把手和车牌上方区域的手势清楚。
audit-0078,3,浪管闭合前冲浪者朝哪一侧转向？,revised,以画面为参照，浪管闭合前冲浪者最后一次明显转向是朝左还是朝右？,orientation_facing,0,medium,原问题缺少方向参照且存在多次转向，改写后限定为画面参照和最后一次明显转向。
audit-0079,2,右手先穿绳还是先拉紧绳端？,confirmed,"",temporal_order,0,high,右手穿绳和随后拉紧绳端的动作顺序有密集帧覆盖。
audit-0079,3,制作绳结的直接目标是固定上方绳环吗？,confirmed,"",action_goal,0,medium,结形成于上方绳环下方并被持续收紧，固定关系可由结果判断。
audit-0080,3,鱼是否在片段中露出水面？,still_uncertain,"",occlusion_permanence,1,low,64帧未清楚捕捉鱼体，不能排除鱼在采样间隔内短暂露出水面。
audit-0081,2,操作者先插入金属条还是先拉动手柄？,confirmed,"",temporal_order,0,high,插入金属条与操作手柄的先后在64帧中清楚。
audit-0082,2,驾驶员转动方向盘发生在进入弯道前吗？,rejected,"",temporal_order,0,low,片段先展示道路后切换到车内讲解，方向盘动作与进入弯道不是同一连续驾驶事件，不能建立有效先后关系。
audit-0083,1,赛马群的领先位置是否发生变化？,confirmed,"",dynamic_relation,0,medium,赛马群前部相对位置在全程采样中可比较。
audit-0083,3,冲线前马群是否逐渐拉开距离？,confirmed,"",temporal_order,0,medium,冲线前马群的横向与前后展开程度在64帧中可比较。
audit-0085,2,骑手在起步前是否先转动车把？,confirmed,"",temporal_order,0,medium,起步前后的车把朝向与车辆位移状态在多帧中可区分。
audit-0086,1,滑雪者在片段中完成了几次跳跃？,confirmed,"",action_event,0,medium,全时段采样覆盖每次明显离雪动作，可进行事件计数。
audit-0089,3,男子系绳的直接目标是什么？,confirmed,"",action_goal,0,high,男子在木杆周围穿绕并收紧绳索，固定木杆的直接目标清楚。
audit-0091,3,操作者转身的直接目标是持续跟踪飞行器吗？,confirmed,"",action_goal,0,medium,画面转动与飞行器位置变化同步，且插图中的操作者随目标转身，持续跟踪目标有视觉依据。
audit-0092,1,雨中吊饰摆动方向是否改变？,confirmed,"",dynamic_relation,0,medium,吊饰在多个时刻位于摆动中心两侧，可判断方向是否改变。
audit-0094,1,摩托车经过斑马线后是否改变车道？,confirmed,"",dynamic_relation,0,high,摩托车经过斑马线前后的车道位置在64帧中清楚。
audit-0096,1,红车在片段中完成了几次明显转向？,revised,红车在片段中是否完成了不止一次明显转向？,action_event,0,high,原问题的精确次数受转向边界定义影响，64帧稳定支持是否存在多次明显转向。
audit-0097,3,男子最终朝哪个出口方向转身？,confirmed,"",orientation_facing,0,medium,男子末段转身及其所朝向的走廊出口方向清楚。
audit-0098,3,冲浪者失去平衡前是否完成转向？,confirmed,"",temporal_order,0,high,冲浪者的转向动作和随后失去平衡落水的顺序完整可见。
audit-0099,3,车辆最终停在道路上吗？,confirmed,"",action_event,0,high,车辆末段位置持续位于道路表面且运动终止状态可辨。
audit-0101,2,鱼竿弯曲程度在鱼靠近船时如何变化？,still_uncertain,"",deformation_state,1,low,鱼靠近船时鱼竿并非始终清楚入画，离散帧不足以可靠比较弯曲程度。
audit-0102,1,两辆摩托车的前后关系在比赛中是否改变？,confirmed,"",dynamic_relation,0,medium,两辆摩托车在赛程中的前后位置可跨帧比较。
audit-0102,3,领先车辆位于赛道哪一侧？,confirmed,"",static_relation,0,medium,领先车辆和赛道两侧边界在关键帧中可见。
audit-0103,2,水下目标何时从不可见变为可见？,still_uncertain,"",occlusion_permanence,1,low,水下目标极不清晰，64帧无法稳定确定首次从不可见变为可见的时刻。
audit-0103,3,若继续收线目标会更靠近观察者吗？,still_uncertain,"",physical_prediction,1,low,目标位置本身未稳定显现，继续收线后的接近预测缺少足够可见轨迹依据。
audit-0104,3,手指指向控制键的直接目标是什么？,rejected,"",action_goal,0,low,手指所指控制键可见，但其功能性目标依赖标签、语音或车辆知识，无法仅凭64帧确认。
audit-0105,2,他先抬头还是先戴上蓝色手套？,confirmed,"",temporal_order,0,high,抬头与戴上蓝色手套的先后在64帧序列中清楚。
audit-0106,2,鱼钩从鱼口取出后鱼的状态如何变化？,confirmed,"",deformation_state,0,medium,取钩动作前后鱼仍被手持的可见状态有连续覆盖。
audit-0107,3,着陆时机身朝向是否保持稳定？,confirmed,"",orientation_facing,0,medium,直升机下降、接地前后机身朝向在全程中可比较。
audit-0117,2,并排行驶车辆的左右关系如何变化？,revised,驶向红灯停车队列时，本车是从黑色汽车左侧还是右侧接近？,reference_frame,0,medium,原问题未指定并排行驶车辆，64帧支持以本车为参照明确比较本车与左侧黑车的接近关系。
audit-0119,2,骑手在通过停止线前是否减速？,still_uncertain,"",temporal_order,1,low,通过停止线前是否减速需要连续速度变化，64帧只能显示位置推进，不能可靠确认减速。
