scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0635,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,需要理解人群对涌来海浪作出的后退或伸手反应
scope-0636,directly_in_scope,C2_dynamic_spatial,,high,询问火箭在片段中是否发生真实空间位移
scope-0637,directly_in_scope,C2_dynamic_spatial,,high,询问车辆在出口分岔处选择的行驶轨迹
scope-0638,directly_in_scope,C2_dynamic_spatial,,high,询问直升机相对树篱的高度变化
scope-0639,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问翻滚后人物相对相机的运动方向
scope-0640,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问取出鱼钩后鱼的状态变化
scope-0641,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪游泳者靠近相机时是否持续面向相机
scope-0642,outside_scope,NONE,,high,只比较海岸与男子面部的镜头展示顺序
scope-0643,directly_in_scope,C2_dynamic_spatial,,high,询问马群通过终点前成员距离是否拉开
scope-0644,outside_scope,NONE,,high,只比较圣诞树与蛋糕柜台的镜头展示顺序
scope-0645,outside_scope,NONE,,high,只比较甜点出现与顾客到达的一般事件顺序
scope-0646,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问绕绳与拉紧绳结两个结构操作的顺序
scope-0647,outside_scope,NONE,,high,核心是对大型银色鱼进行数量统计
scope-0648,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问相机转向自拍时地平线在画面中的运动
scope-0649,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问展开踏板与保险杠的结构位置关系
scope-0650,directly_in_scope,C6_reference_frame,,high,以男子身体为参考判断肉块方位
scope-0651,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问白车从画面哪一侧先出现
scope-0652,directly_in_scope,C2_dynamic_spatial,,high,询问大象与步行者的前后关系变化
scope-0653,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,询问板与人分离及浪花遮挡的时间关系
scope-0654,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问启动车床与工具接触木杆的加工顺序
scope-0655,directly_in_scope,C2_dynamic_spatial,,high,需要跨片段追踪冲浪者多次朝向变化
scope-0656,directly_in_scope,C5_deformation_state,,high,询问升降桥桥面是否处于抬起状态
scope-0657,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问车辆最终在画面参考系中的朝向
scope-0658,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以男子身体为参考判断抛绳后绳圈落点
scope-0659,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问无人机何时从湖对岸进入画面
scope-0660,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,从本车视角判断接近停车队列时相对黑车的侧向路径
scope-0661,supporting_operation,C2_dynamic_spatial,,high,询问道路与陡坡的静态上下关系
scope-0662,directly_in_scope,C3_action_intent,,high,询问讲解者反复指向的车辆目标区域
scope-0663,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问骑手与相机之间距离的变化
scope-0664,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头是否沿悍马由车头移动到车尾
scope-0665,directly_in_scope,C5_deformation_state,,high,询问鱼竿末段是否出现明显弯曲状态
scope-0666,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以观察者为参考判断远处树木的相对运动方向
