scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0093,directly_in_scope,C6_reference_frame,,high,明确要求从驾驶者视角判断出口方位
scope-0094,supporting_operation,C2_dynamic_spatial,,high,询问立柱相对通道的静态侧向位置
scope-0095,directly_in_scope,C1_occlusion_permanence,,medium,需要跨经过事件追踪行人是否离开视野
scope-0096,supporting_operation,C3_action_intent,,medium,询问取下物体后是否完成向室外人物转交的行动序列
scope-0097,outside_scope,NONE,,high,核心是人物身份与出现顺序而非六维空间推理
scope-0098,directly_in_scope,C2_dynamic_spatial,C5_deformation_state,high,询问金属件相对墙洞的位置随操作变化
scope-0099,directly_in_scope,C6_reference_frame,,high,询问场景切换后起重桥相对相机的方向
scope-0100,directly_in_scope,C4_predictive_counterfactual,C2_dynamic_spatial,high,依据当前转向预测车辆下一刻与障碍物的接近关系
scope-0101,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,需要在相机参考系下追踪飞行器先靠近后远离的运动
scope-0102,directly_in_scope,C2_dynamic_spatial,,high,询问滑雪者转弯过程中朝向的动态变化
scope-0103,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,询问移动镜头中车辆与马匹区域的距离变化
scope-0104,directly_in_scope,C2_dynamic_spatial,,high,询问起飞过程中地面与机翼的相对距离变化
scope-0105,supporting_operation,C2_dynamic_spatial,,high,询问居民区相对草地的静态方向关系
scope-0106,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车起步后的行驶方向
scope-0107,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,需要相对相机判断行人流的运动方向
scope-0108,supporting_operation,C2_dynamic_spatial,,medium,询问横向车流通过与本车起步的动态事件顺序
scope-0109,directly_in_scope,C3_action_intent,,high,直接询问相机转向驾驶舱的目标
scope-0110,directly_in_scope,C6_reference_frame,,medium,询问镜头是否沿房车由前门移动至后门
scope-0111,supporting_operation,C2_dynamic_spatial,,high,询问房屋与山体的静态前后关系
scope-0112,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问操作者移动工具的空间目标侧
scope-0113,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以钓鱼者为参考判断抄网伸出方向
scope-0114,outside_scope,NONE,,high,只比较新闻展示与采访事件的时间顺序
scope-0115,supporting_operation,C6_reference_frame,,medium,识别游泳者相对相机的主体朝向
scope-0116,supporting_operation,C2_dynamic_spatial,,high,询问车门与尾灯的静态侧向关系
scope-0117,directly_in_scope,C2_dynamic_spatial,,high,询问球从边路到门前的运动轨迹变化
scope-0118,directly_in_scope,C2_dynamic_spatial,,high,询问汽车与溪流的距离随弯道变化
scope-0119,directly_in_scope,C2_dynamic_spatial,C1_occlusion_permanence,medium,比较两辆车离开画面的动态先后关系
scope-0120,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问冲浪板姿态变化与落水事件的顺序
scope-0121,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问鱼在两人之间传递时的位置变化
scope-0122,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问汽车相对拍摄车辆的距离变化
scope-0123,supporting_operation,C2_dynamic_spatial,,high,询问相邻墙面的静态侧向关系
scope-0124,directly_in_scope,C3_action_intent,,high,直接询问打开说明书这一行动的目标
scope-0125,directly_in_scope,C2_dynamic_spatial,,high,询问车辆沿弯路行驶时是否改变朝向
scope-0126,outside_scope,NONE,,high,核心是比较鱼和虾在视频中的出现而非空间能力
scope-0127,directly_in_scope,C5_deformation_state,,high,询问夹持部件最终是否由安装状态变为取下
scope-0128,directly_in_scope,C5_deformation_state,,medium,询问进食过程中餐盘内容物状态是否减少
scope-0129,supporting_operation,C3_action_intent,,medium,询问讲解者指向两个船内区域的动作顺序
scope-0130,supporting_operation,C2_dynamic_spatial,,high,询问飞行器相对树线的空间终态
scope-0131,directly_in_scope,C2_dynamic_spatial,,high,需要跨片段追踪红车多次明显转向
scope-0132,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,medium,以地平线为全局参考判断飞行器高度
scope-0133,outside_scope,NONE,,high,只比较摄影者出现与镜头扫景的时间顺序
scope-0134,directly_in_scope,C2_dynamic_spatial,,high,询问烟雾出现后飞行器的垂直运动方向
scope-0135,directly_in_scope,C5_deformation_state,,high,询问房车伸出结构的展开状态
scope-0136,supporting_operation,C3_action_intent,,medium,询问下蹲与开始滑落两个身体动作的先后关系
scope-0137,directly_in_scope,C2_dynamic_spatial,,high,询问大象沿道路经过两个地点的路径顺序
scope-0138,outside_scope,NONE,,high,核心是面部表情变化而非六维空间能力
scope-0139,directly_in_scope,C2_dynamic_spatial,,high,需要追踪无人机是否回到近地面高度
scope-0140,directly_in_scope,C2_dynamic_spatial,,high,询问太阳反光与浪峰的相对位置变化
scope-0141,directly_in_scope,C2_dynamic_spatial,,high,询问板头朝向在转弯过程中的变化
scope-0142,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,需要理解人群对车辆靠近作出的让路行为
scope-0143,directly_in_scope,C2_dynamic_spatial,C1_occlusion_permanence,medium,追踪镜头转向后水鸟与水面的持续关系
scope-0144,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,采用观察者视角判断沿通道的移动方向
scope-0145,supporting_operation,C3_action_intent,C5_deformation_state,medium,询问鱼竿弯曲与鱼到岸两个捕鱼阶段的时间关系
scope-0146,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车在路口选择的行进方向
scope-0147,directly_in_scope,C2_dynamic_spatial,,high,询问浮标相对皮划艇的位置变化
scope-0148,outside_scope,NONE,,high,只对镜头聚焦的坐着人物进行计数
scope-0149,directly_in_scope,C2_dynamic_spatial,,high,询问蛋糕相对展示柜的移动终点
scope-0150,directly_in_scope,C2_dynamic_spatial,,high,询问车辆与帐篷之间距离的动态变化
scope-0151,directly_in_scope,C2_dynamic_spatial,,high,询问前车与骑手之间距离的变化
scope-0152,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问人群是否为接近车辆主动让出空间
scope-0153,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问游泳者与相机之间距离的变化
scope-0154,supporting_operation,C2_dynamic_spatial,,high,询问海鸟相对船体的静态侧向位置
scope-0155,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,相对拍摄车辆追踪蓝车先远离后靠近的运动
scope-0156,supporting_operation,C3_action_intent,,medium,识别滑行动作后是否发生翻滚这一动作序列
scope-0157,supporting_operation,C3_action_intent,,medium,询问翻滚结束后人物是否恢复站立状态
scope-0158,directly_in_scope,C2_dynamic_spatial,,high,询问三只狗运动中的前后位置变化
scope-0159,directly_in_scope,C2_dynamic_spatial,,high,询问马群相对内侧栏杆的移动关系
scope-0160,supporting_operation,C5_deformation_state,,medium,询问备胎在越野车结构中的安装位置
scope-0161,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,需要追踪冲浪者进入浪管遮挡区域后重新出现
scope-0162,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,明确在画面参考系比较球与守门员的运动方向
scope-0163,supporting_operation,C3_action_intent,,low,询问驾驶员转向与副驾驶进入画面的行动顺序
scope-0164,directly_in_scope,C2_dynamic_spatial,,high,直接询问无人机相对地面的高度变化
scope-0165,supporting_operation,C2_dynamic_spatial,,medium,询问沿车辆路径经过斑马线与转向的顺序
scope-0166,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车起步后的道路轨迹是否保持直行
scope-0167,directly_in_scope,C6_reference_frame,,high,询问相机绕车移动时蓝车从画面哪侧出现
scope-0168,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头平移是否改变两个场景实体的画面上下关系
scope-0169,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问打结造成绳端结构与相对位置变化
scope-0170,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问织机操作中插入部件与拉动手柄的顺序
scope-0171,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动时输电塔在画面中的运动方向
scope-0172,supporting_operation,C5_deformation_state,,medium,识别车身结构中缺失的部件状态
scope-0173,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问飞机起飞后停机坪在画面参考系中的运动
scope-0174,directly_in_scope,C5_deformation_state,,high,询问鱼挣扎过程中钓竿弯曲程度的变化
scope-0175,directly_in_scope,C3_action_intent,,high,直接询问防守球员回撤所要封堵的空间区域
scope-0176,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪者离开浪管后的滑行方向
scope-0177,directly_in_scope,C1_occlusion_permanence,,high,询问冲浪者进入浪管后是否被浪花暂时遮挡
scope-0178,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问松开工具与拿起零件的操作顺序
scope-0179,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问鸟从悬挂到桌面的状态与位置转变
scope-0180,directly_in_scope,C5_deformation_state,,high,需要追踪鱼竿由平直到弯曲的形变顺序
scope-0181,directly_in_scope,C3_action_intent,,high,直接询问两人靠近汽车的查看目标
scope-0182,supporting_operation,C3_action_intent,,medium,询问击球与走近洞杯两个高尔夫动作阶段的顺序
scope-0183,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问白车绕行时相对相机的距离变化
scope-0184,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,比较车辆最接近相机与完成转弯的动态时点
scope-0185,outside_scope,NONE,,high,只对镜头依次展示的老人进行计数
scope-0186,supporting_operation,C5_deformation_state,,medium,询问自行车结构是否装有后货架
scope-0187,supporting_operation,C3_action_intent,,medium,追踪冲浪动作中人物是否持续保持站立姿态
scope-0188,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问操作目标相对栏杆的空间位置
scope-0189,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问红车靠近相机后从画面哪侧经过
scope-0190,directly_in_scope,C3_action_intent,,high,直接询问骑手调整姿势的即时目标
scope-0191,directly_in_scope,C5_deformation_state,,high,需要追踪遮阳篷是否持续处于展开状态
scope-0192,directly_in_scope,C6_reference_frame,,high,明确采用骑手视角判断路缘方向
scope-0193,directly_in_scope,C2_dynamic_spatial,,high,询问球从边路到球门区的运动轨迹变化
scope-0194,directly_in_scope,C2_dynamic_spatial,,high,询问黑车接近人群时朝向是否改变
scope-0195,outside_scope,NONE,,high,核心是人物停止后的动作识别而非空间目标
scope-0196,directly_in_scope,C5_deformation_state,,high,询问拉紧操作导致的绳索结构变化
scope-0197,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪者沿浪壁的运动方向变化
scope-0198,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,需要在俯视参考系判断汽车沿弯道的行驶方向
scope-0199,supporting_operation,C2_dynamic_spatial,,high,询问球洞与沙坑的静态侧向关系
scope-0200,directly_in_scope,C3_action_intent,,high,直接询问操作者拉动钳子的目标
scope-0201,supporting_operation,C3_action_intent,,medium,询问起步前转动车把这一行动阶段的顺序
scope-0202,supporting_operation,C2_dynamic_spatial,,high,询问石像相对步道的静态侧向分布
scope-0203,directly_in_scope,C2_dynamic_spatial,,high,询问飞行物相对树梢的高度变化
scope-0204,supporting_operation,C5_deformation_state,,medium,询问火箭抬起状态与支撑结构出现的顺序
scope-0205,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问踩踏操作是否使车尾踏板展开
scope-0206,supporting_operation,C3_action_intent,,medium,追踪滑雪者越杆后是否保持站立姿态
scope-0207,directly_in_scope,C2_dynamic_spatial,,high,询问鱼是否在片段结束前完成出水转移
scope-0208,directly_in_scope,C6_reference_frame,,high,询问镜头观察车辆左后侧与正后方的视点顺序
scope-0209,directly_in_scope,C2_dynamic_spatial,,high,询问儿童群与成年男子之间距离的变化
scope-0210,supporting_operation,C6_reference_frame,,medium,识别孩子们相对相机的主体朝向
scope-0211,directly_in_scope,C6_reference_frame,,high,在相机景深参考下判断输电塔与建筑的前后层次
scope-0212,supporting_operation,C2_dynamic_spatial,,high,询问海面相对男子的静态侧向位置
scope-0213,directly_in_scope,C2_dynamic_spatial,,high,询问大象与随行人员的前后关系变化
scope-0214,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以船和钓鱼者为参考判断鱼线方向
scope-0215,directly_in_scope,C5_deformation_state,,high,询问操作后绳索形成的环状结构
scope-0216,directly_in_scope,C2_dynamic_spatial,,high,比较两只奔跑狗的运动方向
scope-0217,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪红车相对相机由正面靠近到侧面经过的轨迹
scope-0218,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问手指指向动作在画面中的空间方向
scope-0219,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问飞机最终从画面哪一侧飞离
scope-0220,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头沿商店街移动时经过两个地点的路径顺序
scope-0221,outside_scope,NONE,,high,核心是对同时可见水鸟进行数量统计
scope-0222,outside_scope,NONE,,high,只比较镜头转场与看到马的展示顺序
scope-0223,supporting_operation,C6_reference_frame,,medium,识别地面人物相对飞行物的主体朝向
scope-0224,directly_in_scope,C2_dynamic_spatial,,high,询问无人机相对湖面的高度变化
scope-0225,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问女子穿门前后相对相机的距离变化
scope-0226,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问取下悬挂物后携带行动的空间去向
scope-0227,supporting_operation,C3_action_intent,,medium,询问展示鱼与处理鱼钩两个捕鱼行动阶段的顺序
scope-0228,supporting_operation,C2_dynamic_spatial,,medium,询问道路标志出现与车道分离两个路径线索的顺序
scope-0229,directly_in_scope,C3_action_intent,,high,直接询问用工具处理肉块的目标
scope-0230,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头平移时海岸线在画面参考系中的运动
scope-0231,directly_in_scope,C2_dynamic_spatial,,high,询问人群空间分布是否逐渐聚合为队伍
scope-0232,directly_in_scope,C6_reference_frame,,high,明确采用骑手视角判断目标道路方向
scope-0233,supporting_operation,C2_dynamic_spatial,,medium,询问飞行器升空与地面车辆运动的事件关系
scope-0234,directly_in_scope,C3_action_intent,C6_reference_frame,medium,询问手势朝向所指的空间目标
scope-0235,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问相机绕车时前轮在画面中的相对变化
scope-0236,directly_in_scope,C3_action_intent,C2_dynamic_spatial,medium,询问射门目标行动前是否完成突破防守路径
scope-0237,directly_in_scope,C2_dynamic_spatial,,high,询问黑车靠近人群时距离的变化
scope-0238,directly_in_scope,C6_reference_frame,,high,明确采用骑手视角判断隔离带方向
scope-0239,supporting_operation,C2_dynamic_spatial,,high,询问两类吸音板的静态侧向分布
scope-0240,directly_in_scope,C2_dynamic_spatial,,medium,询问守门员扑救动作的运动方向
scope-0241,supporting_operation,C2_dynamic_spatial,,high,询问石像沿小路的静态排列
scope-0242,directly_in_scope,C6_reference_frame,,high,以骑手为参考判断对向白车的位置
scope-0243,directly_in_scope,C2_dynamic_spatial,,high,询问鱼群相对水草的运动关系
scope-0244,supporting_operation,C6_reference_frame,,medium,识别驾驶员相对道路前方的朝向
scope-0245,directly_in_scope,C6_reference_frame,,high,以骑手为参考判断白车初始位置
scope-0246,supporting_operation,C5_deformation_state,,medium,识别车辆结构是否安装外置备胎
scope-0247,directly_in_scope,C2_dynamic_spatial,C5_deformation_state,high,询问靠近岩石后人与冲浪板的连接关系是否改变
scope-0248,directly_in_scope,C6_reference_frame,,high,询问拍摄车辆经过帐篷区时皮卡在画面哪侧
scope-0249,directly_in_scope,C5_deformation_state,,high,询问收线过程中鱼竿弯曲程度的变化
scope-0250,outside_scope,NONE,,high,只比较灯塔与升降桥的镜头展示顺序
scope-0251,directly_in_scope,C2_dynamic_spatial,,high,询问冲浪者由浪壁高处向下转向的轨迹变化
scope-0252,outside_scope,NONE,,high,只比较新闻展示与采访事件的时间顺序
scope-0253,supporting_operation,C3_action_intent,,medium,询问展示绳端与抛绳两个操作阶段的顺序
scope-0254,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问住户指向手势的空间方向
scope-0255,outside_scope,NONE,,high,核心是识别蛋糕装饰形状而非空间能力
scope-0256,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头转动时远山在画面中的相对位置变化
scope-0257,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问开孔在车身部件结构中的静态区域
scope-0258,supporting_operation,C3_action_intent,,medium,追踪冲浪者在浪峰塌下前是否保持站立姿态
scope-0259,supporting_operation,C5_deformation_state,,high,询问捆扎点在木杆结构中的位置
scope-0260,directly_in_scope,C2_dynamic_spatial,,high,询问飞行器相对树线的高度变化
scope-0261,directly_in_scope,C2_dynamic_spatial,,high,询问大象相对建筑的最终运动方向
scope-0262,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问处理操作后鱼钩与鱼是否分离
scope-0263,supporting_operation,C6_reference_frame,,medium,追踪骑手相对行进方向的主体朝向
scope-0264,directly_in_scope,C6_reference_frame,,high,以男子为参考判断固定点方向
scope-0265,directly_in_scope,C2_dynamic_spatial,,high,询问遥控飞行器相对地面的高度变化
scope-0266,directly_in_scope,C6_reference_frame,,high,以观察者为参考判断影子在道路上的延伸方向
scope-0267,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以陆海全局参考判断鱼相对浪线的位置
scope-0268,directly_in_scope,C2_dynamic_spatial,,high,询问驾驶者是否在红灯前停于其他车辆后方
scope-0269,directly_in_scope,C6_reference_frame,,high,明确采用驾驶者视角判断汇入方向
scope-0270,outside_scope,NONE,,high,核心是两个人物身份的出现顺序
scope-0271,outside_scope,NONE,,high,只比较海岸展示与人物出现的镜头顺序
scope-0272,directly_in_scope,C2_dynamic_spatial,,high,询问白车与仓库之间距离的变化
scope-0273,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问触碰车架与转动后轮部件的操作顺序
scope-0274,directly_in_scope,C5_deformation_state,,high,询问操作导致的后轮组件状态变化
scope-0275,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头沿路径先后经过两类帐篷
scope-0276,directly_in_scope,C3_action_intent,,high,询问展示者指向动作的包装盒目标区域
scope-0277,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问取下鸟后携带行动的空间终点
scope-0278,supporting_operation,C3_action_intent,,medium,识别女子通过窄门时采取的身体姿态
scope-0279,directly_in_scope,C2_dynamic_spatial,,high,询问传中后球相对球员和守门员的轨迹终点顺序
