scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0556,directly_in_scope,C5_deformation_state,,medium,需要跨片段判断橙色束带是否保持固定状态
scope-0557,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问男子指向石像时的主体朝向与目标
scope-0558,supporting_operation,C3_action_intent,,medium,识别人物是否持续操作手中物品但未直接询问目标
scope-0559,supporting_operation,C6_reference_frame,C3_action_intent,medium,判断穿门时身体朝向与门洞方向是否一致
scope-0560,directly_in_scope,C2_dynamic_spatial,,high,询问车辆转弯时车头朝向变化
scope-0561,directly_in_scope,C6_reference_frame,,high,明确从骑手视角判断路边邮箱方位
scope-0562,outside_scope,NONE,,high,核心是对共同处理鸟的人数进行统计
scope-0563,supporting_operation,C5_deformation_state,,medium,比较成品与对照木杆的静态长度状态
scope-0564,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以操作者为参考判断飞行器的运动
scope-0565,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问电池在自行车车架结构中的安装位置
scope-0566,directly_in_scope,C1_occlusion_permanence,,high,询问冲浪者何时被浪花完全遮挡
scope-0567,supporting_operation,C3_action_intent,,medium,询问低头操作与抬头观察两个行动阶段的交替顺序
scope-0568,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问后货架与后轮在车辆结构中的垂直关系
scope-0569,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问海鸟接近船时相对相机的距离变化
scope-0570,supporting_operation,C3_action_intent,C5_deformation_state,medium,询问工具接触肉块与展示肉块的操作顺序
scope-0571,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,需要追踪驶出桥下后桥体是否离开视野
scope-0572,directly_in_scope,C2_dynamic_spatial,,high,询问球在门前运动中的方向变化
scope-0573,directly_in_scope,C5_deformation_state,,high,询问机器操作后金属条由直线变为其他形状
scope-0574,directly_in_scope,C3_action_intent,,high,直接询问男子系绳的目标
scope-0575,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪汽车相对镜头由正面到侧向经过的姿态
scope-0576,supporting_operation,C3_action_intent,,medium,追踪滑雪者落地后是否继续保持平衡
scope-0577,outside_scope,NONE,,high,只比较再次取食与面部反应的一般事件顺序
scope-0578,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头移动路径中经过拖车与看到马匹的顺序
scope-0579,directly_in_scope,C5_deformation_state,,high,询问弯曲后金属条是否保持结构连续
scope-0580,directly_in_scope,C2_dynamic_spatial,,high,询问马在片段中的行进方向是否改变
scope-0581,directly_in_scope,C1_occlusion_permanence,,high,追踪水面由树木部分遮挡到完整可见的变化
scope-0582,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问男子携带设备走向厨房的空间方向
scope-0583,directly_in_scope,C2_dynamic_spatial,,medium,询问沿道路经过牛群与进入直路的路径顺序
scope-0584,supporting_operation,C2_dynamic_spatial,,high,询问住宅相对水面的静态高低关系
scope-0585,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,medium,询问镜头移动时人群在画面中的密度变化
scope-0586,supporting_operation,C2_dynamic_spatial,,medium,询问移动路径中两个招牌出现的顺序
scope-0587,directly_in_scope,C3_action_intent,,medium,询问男子开门行动所作用的具体车门
scope-0588,directly_in_scope,C5_deformation_state,,high,询问肉块在处理过程中是否分裂为更小部分
scope-0589,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问无人机远离变小时是否仍保持画面中央位置
scope-0590,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动时住宅群在画面中的运动方向
scope-0591,directly_in_scope,C3_action_intent,,high,询问男子手指指向的岩石具体部位
scope-0592,outside_scope,NONE,,high,只询问镜头从球员转向旗杆的展示顺序
scope-0593,supporting_operation,C2_dynamic_spatial,,high,询问桌面三件物体的静态相对位置
scope-0594,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头移动时三脚架相对沙发的位置变化
scope-0595,supporting_operation,C2_dynamic_spatial,,medium,询问移动路径中路牌与树林出现的顺序
scope-0596,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问汽车经过相机附近后车头朝向变化
scope-0597,directly_in_scope,C3_action_intent,,high,询问球员突破后射门行动是否实现得分目标
scope-0598,supporting_operation,C2_dynamic_spatial,,high,询问工具与瓷砖孔洞的静态侧向关系
scope-0599,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问穿绳与拉紧绳端两个结构操作的顺序
scope-0600,directly_in_scope,C2_dynamic_spatial,C5_deformation_state,high,询问接近岩石后人与冲浪板是否发生分离
