scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0033,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“栏杆是否始终位于画面下方？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0034,supporting_operation,C6_reference_frame,,medium,对“火箭尖端相对发射架位于什么方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0035,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“汽车绕行时车头朝向如何改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0036,outside_scope,NONE,,high,对“镜头先展示座椅材质还是先展示驾驶控制区？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0037,outside_scope,NONE,,high,对“橙衣男子是否反复低头操作物体？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0038,directly_in_scope,C6_reference_frame,,high,对“方向盘相对中控屏位于驾驶者哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0039,supporting_operation,C6_reference_frame,,medium,对“人物经过镜头后田间箱子位于画面哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0040,directly_in_scope,C2_dynamic_spatial,,high,对“冲浪者在浪壁上的高度如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0041,directly_in_scope,C5_deformation_state,,high,对“车床加工前后木杆表面如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0042,supporting_operation,C6_reference_frame,,medium,对“白色围墙在转弯前位于车辆哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0043,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“汽车经过镜头时朝向如何改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0044,directly_in_scope,C3_action_intent,,high,对“使用工具的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0045,directly_in_scope,C5_deformation_state,,high,对“绳索在手中形成了什么结构？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0046,supporting_operation,C6_reference_frame,,medium,对“车辆经过时透明大帐篷位于画面哪一侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0047,outside_scope,NONE,,high,对“彩色物体主要位于树线的上方还是下方？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0048,outside_scope,NONE,,high,对“纪念碑相对水池位于什么方向？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0049,outside_scope,NONE,,high,对“石门上突出的石块分布在门洞两侧吗？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0050,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“镜头移动时村庄从哪侧进入画面？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0051,outside_scope,NONE,,high,对“游泳者到达近处前采用了什么泳姿？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0052,directly_in_scope,C4_predictive_counterfactual,C2_dynamic_spatial,high,对“若维持当前轨迹车辆会接近弯道内侧吗？”，题面显式要求依据当前轨迹或假设条件预测未观察空间状态，直接考查 C4 预测与反事实。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0053,supporting_operation,C2_dynamic_spatial,,medium,对“人群是否朝同一方向移动？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0054,outside_scope,NONE,,high,对“镜头先展示发动机舱还是先展示驾驶舱？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0055,directly_in_scope,C2_dynamic_spatial,,high,对“车辆经过出口标志后驶入哪条道路分支？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0056,directly_in_scope,C2_dynamic_spatial,,high,对“两辆摩托车的前后关系在比赛中是否改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0057,outside_scope,NONE,,high,对“镜头先展示镜子还是先展示发光装饰灯？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0058,directly_in_scope,C2_dynamic_spatial,,high,对“两辆车在弯道上的前后关系是否改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0059,supporting_operation,C6_reference_frame,,medium,对“骑象者沿道路行进时主要面向哪个方向？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0060,outside_scope,NONE,,high,对“孤立树位于果岭哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0061,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“航站楼先位于机翼前方还是随后移到后方？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0062,outside_scope,NONE,,high,对“男子抱起设备发生在蹲下之后吗？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0063,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,对“车辆从支路汇入主路前是否等待横向车流？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0064,outside_scope,NONE,,high,对“云层与输电线是否发生遮挡重叠？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0065,outside_scope,NONE,,high,对“镜头先展示道路还是先转向驾驶员面部？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0066,directly_in_scope,C3_action_intent,,high,对“制作绳结的直接目标是固定上方绳环吗？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0067,outside_scope,NONE,,high,对“镜头中人物出现前主要展示了什么景物？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0068,outside_scope,NONE,,high,对“橙色饰条位于座椅的哪个边缘？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0069,outside_scope,NONE,,high,对“滑雪者在片段中完成了几次跳跃？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0070,directly_in_scope,C2_dynamic_spatial,,high,对“蓝白小船相对驳船向哪侧移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0071,directly_in_scope,C1_occlusion_permanence,,high,对“镜头从球员转向球洞后球员是否仍在画面中？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0072,supporting_operation,C2_dynamic_spatial,,medium,对“直升机最终是否平稳落到草地？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0073,supporting_operation,C2_dynamic_spatial,,medium,对“单板滑雪者在下坡中进行了几次明显换刃转向？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0074,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“滑雪板相对栏杆的高度和方向如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0075,supporting_operation,C2_dynamic_spatial,,medium,对“射门后球进入球门的哪一侧？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0076,supporting_operation,C2_dynamic_spatial,,medium,对“鱼从水中到岸边的出现顺序是什么？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0077,outside_scope,NONE,,high,对“深色云层位于房屋上方吗？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0078,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,对“白车与路边树木的遮挡关系如何变化？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0079,directly_in_scope,C2_dynamic_spatial,,high,对“水翼板相对水面的高度是否稳定？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0080,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“骑手经过路口时前车向哪侧移动？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0081,directly_in_scope,C1_occlusion_permanence,C2_dynamic_spatial,high,对“船尾出现在画面前还是后完全离开桥下？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0082,directly_in_scope,C5_deformation_state,,high,对“女子收线时鱼竿弯曲程度如何变化？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0083,outside_scope,NONE,,high,对“背包男子先指向山体还是先转身？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0084,supporting_operation,C2_dynamic_spatial,,medium,对“车辆最终停在人群的哪一侧？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0085,outside_scope,NONE,,high,对“鳐鱼主要位于人群的哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0086,directly_in_scope,C3_action_intent,,high,对“讲解者的手主要指向备胎还是车身？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0087,directly_in_scope,C2_dynamic_spatial,,high,对“人靠近鳐鱼时鳐鱼是否改变了移动方向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0088,outside_scope,NONE,,high,对“房车侧面的入口门位于车身哪一端？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0089,directly_in_scope,C3_action_intent,,high,对“讲解者手势主要指向备胎还是车顶？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0090,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“敞篷车驶入弯道后朝向如何改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0091,directly_in_scope,C2_dynamic_spatial,,high,对“狗群是否在奔跑中改变整体方向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0092,directly_in_scope,C2_dynamic_spatial,,high,对“无人机先远离还是先接近相机？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0093,directly_in_scope,C6_reference_frame,,high,对“从驾驶者视角看出口位于哪一侧？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0094,outside_scope,NONE,,high,对“黄色立柱位于通道哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0095,directly_in_scope,C1_occlusion_permanence,,high,对“迎面行人经过后是否离开视野？”，核心要求跨遮挡、离开视野或可见性变化持续追踪对象及其再现，直接考查 C1 遮挡与客体持续性。
scope-0096,directly_in_scope,C3_action_intent,,high,对“悬挂物被取下后是否交给室外的人？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0097,outside_scope,NONE,,high,对“蓝帽男子出现前镜头先经过谁？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0098,directly_in_scope,C2_dynamic_spatial,,high,对“金属件相对墙洞的位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0099,directly_in_scope,C6_reference_frame,,high,对“场景切换后起重桥位于相机上方还是前方？”，核心要求在明确的相机、行动者或对象视角下表示或转换空间方向，直接考查 C6 参照系。
scope-0100,directly_in_scope,C4_predictive_counterfactual,C2_dynamic_spatial,high,对“若保持当前转向车辆下一刻会靠近轮胎障碍吗？”，题面显式要求依据当前轨迹或假设条件预测未观察空间状态，直接考查 C4 预测与反事实。；同时还需跟踪相关空间关系或轨迹的时间变化。
scope-0101,directly_in_scope,C2_dynamic_spatial,,high,对“飞行器靠近相机后是否再次远离？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0102,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“滑雪者在转弯时朝向如何改变？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0103,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“移动镜头中车辆与马匹区域的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0104,directly_in_scope,C2_dynamic_spatial,,high,对“飞机起飞时机场地面与机翼的相对距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0105,outside_scope,NONE,,high,对“居民区位于草地的哪个方向？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0106,supporting_operation,C6_reference_frame,,medium,对“摩托车从路边起步后驶向哪侧？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0107,supporting_operation,C6_reference_frame,,medium,对“步行镜头中行人流主要朝向相机还是远离相机？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0108,supporting_operation,C2_dynamic_spatial,,medium,对“横向车辆通过与本车起步的先后顺序是什么？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0109,directly_in_scope,C3_action_intent,,high,对“相机转向驾驶舱的直接目标是什么？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。
scope-0110,directly_in_scope,C2_dynamic_spatial,,high,对“镜头从房车前门移动到后门吗？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0111,outside_scope,NONE,,high,对“镜头中最显眼的房屋位于山体前方还是后方？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0112,directly_in_scope,C3_action_intent,C6_reference_frame,high,对“操作者最后把工具移向织机哪一侧？”，核心要求把可见空间行动与其目标、去向或即时结果绑定，直接考查 C3 行动与意图。；同时还需处理相机、行动者或对象参照。
scope-0113,supporting_operation,C6_reference_frame,,medium,对“抄网从钓鱼者的哪一侧伸向鱼？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0114,outside_scope,NONE,,high,对“记者展示天花板破损是在采访住户之前还是之后？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0115,supporting_operation,C6_reference_frame,,medium,对“游泳者主要面向相机还是背向相机？”，表层只读取固定时刻的方向、朝向或哪一侧，是 C6 的参照表达基础操作，但未要求显式视角转换。
scope-0116,outside_scope,NONE,,high,对“后车门相对尾灯位于哪一侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0117,directly_in_scope,C2_dynamic_spatial,,high,对“球从边路到门前的轨迹如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0118,directly_in_scope,C2_dynamic_spatial,,high,对“汽车与溪流之间的距离如何随弯道变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0119,supporting_operation,C1_occlusion_permanence,,medium,对“黑色汽车是否先于白色卡车离开画面？”，表层只判断进入/离开视野、遮挡时点或持续可见性；在该具体语境中它是 C1 的明确追踪操作，但未直接询问隐藏后的持续存在。
scope-0120,supporting_operation,C2_dynamic_spatial,,medium,对“冲浪板竖起发生在冲浪者落水之前还是之后？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0121,directly_in_scope,C2_dynamic_spatial,,high,对“鱼从女子手中到另一人手中的位置如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0122,directly_in_scope,C2_dynamic_spatial,,high,对“汽车与拍摄车辆的距离如何变化？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0123,outside_scope,NONE,,high,对“相邻住宅的橙色墙面位于灰色墙面哪侧？”，只需读取单点静态位置或方位，且没有明确动态过程或视角转换；不能仅因含空间词就归入六维。
scope-0124,outside_scope,NONE,,high,对“男子打开说明书的直接目标是什么？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0125,directly_in_scope,C2_dynamic_spatial,C6_reference_frame,high,对“车辆在弯路上是否改变朝向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。；同时还需处理相机、行动者或对象参照。
scope-0126,outside_scope,NONE,,high,对“视频前半段主要出现鱼还是红色虾？”，核心只是数量、身份、外观属性或普通实体识别；不要求六维中的持续追踪、动态关系、空间目标、预测、状态转变或参照转换。
scope-0127,directly_in_scope,C5_deformation_state,,high,对“钳子夹持的金属件最终是否被取下？”，核心要求识别开合、弯曲、组装、分离、破坏或状态转变，直接考查 C5 形变与状态变化。
scope-0128,outside_scope,NONE,,high,对“餐盘中的食物在画面末尾是否减少？”，核心是一般动作、表情、属性或可见事实识别，未要求六维定义中的高层时空能力。
scope-0129,outside_scope,NONE,,high,对“男子在船内先指向座椅还是先指向地板？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
scope-0130,supporting_operation,C2_dynamic_spatial,,medium,对“飞行器最终相对树线位于上方吗？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0131,directly_in_scope,C2_dynamic_spatial,,high,对“红车在片段中是否完成了不止一次明显转向？”，核心要求跟踪对象间位置、方向、距离或轨迹随时间的变化，直接考查 C2 动态空间关系。
scope-0132,supporting_operation,C2_dynamic_spatial,,medium,对“飞行器最终相对地平线处于什么高度？”，表层只问运动终点、局部动态关系或空间事件顺序；在该具体运动过程中它是 C2 的必要基础操作，但未直接要求建模完整关系变化。
scope-0133,outside_scope,NONE,,high,对“摄影者出现是在镜头扫过薰衣草田之前还是之后？”，核心只是一般事件或镜头展示顺序；题面未表明该顺序是六维高层推理的必要组成，因此判为范围外。
