scope_item_id,scope_status,primary_dimension,secondary_dimensions,confidence,reason_cn
scope-0425,supporting_operation,C5_deformation_state,C3_action_intent,medium,询问调整车架与转动后轮的操作顺序
scope-0426,outside_scope,NONE,,high,核心是镜头校色切换与无人机出现的编辑顺序
scope-0427,supporting_operation,C3_action_intent,C5_deformation_state,medium,询问工具接触与放下肉块的操作顺序
scope-0428,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问摔倒与越过栏杆两个空间动作的关系
scope-0429,outside_scope,NONE,,high,只比较控制盒与发动机舱的镜头展示顺序
scope-0430,directly_in_scope,C1_occlusion_permanence,C5_deformation_state,high,追踪车顶收起后驾驶者是否持续可见
scope-0431,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,采用第一视角判断载具在水面上的持续前进
scope-0432,supporting_operation,C5_deformation_state,,medium,识别天花板结构中缺失的部分
scope-0433,directly_in_scope,C3_action_intent,,high,直接询问讲解手势要展示的船内区域
scope-0434,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问人物携带鞋起身后的空间去向
scope-0435,directly_in_scope,C2_dynamic_spatial,,high,询问飞行器是否完成滚转姿态变化
scope-0436,supporting_operation,C3_action_intent,C6_reference_frame,medium,追踪女子操作时相对水面的主体朝向
scope-0437,directly_in_scope,C2_dynamic_spatial,,high,询问海鸟由海面上方飞到船旁的轨迹
scope-0438,directly_in_scope,C5_deformation_state,,high,询问钩针操作导致的橡皮筋结构变化
scope-0439,supporting_operation,C2_dynamic_spatial,,high,询问领先车辆相对赛道的静态侧向位置
scope-0440,directly_in_scope,C6_reference_frame,,high,明确从后座观察者视角判断驾驶员方位
scope-0441,supporting_operation,C2_dynamic_spatial,,high,询问鱼相对皮划艇船头的静态侧向位置
scope-0442,directly_in_scope,C5_deformation_state,C3_action_intent,high,询问手指接近灯口时是否触发灯状态改变
scope-0443,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问车辆最终是否朝向相机
scope-0444,directly_in_scope,C2_dynamic_spatial,,medium,询问飞行中的无人机与高楼的上下关系
scope-0445,outside_scope,NONE,,high,只比较车身外壳与开孔细节的镜头展示顺序
scope-0446,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问车顶开始改变状态与车辆入弯的关系
scope-0447,supporting_operation,C2_dynamic_spatial,,high,询问天花板缺口与吊灯的静态侧向关系
scope-0448,supporting_operation,C2_dynamic_spatial,,high,询问两名坐着人物的静态侧向关系
scope-0449,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车末段向道路哪侧偏转
scope-0450,supporting_operation,C2_dynamic_spatial,,high,询问包装盒与桌子的静态侧向关系
scope-0451,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问镜头前进时两侧店铺在观察者参考系中的变化
scope-0452,supporting_operation,C2_dynamic_spatial,,high,询问陈列架相对通道的静态侧向位置
scope-0453,directly_in_scope,C3_action_intent,,high,直接询问镜头移动是跟随球还是展示球洞
scope-0454,outside_scope,NONE,,high,只比较车身外壳与尾部孔洞的镜头展示顺序
scope-0455,directly_in_scope,C2_dynamic_spatial,,high,询问人物与历史照片墙之间距离的变化
scope-0456,supporting_operation,C5_deformation_state,C2_dynamic_spatial,medium,询问饰边在座椅结构中的静态分布位置
scope-0457,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,medium,询问镜头是否沿箭体由下方向尖端移动
scope-0458,outside_scope,NONE,,high,只比较纪念碑与台阶队伍的镜头展示顺序
scope-0459,directly_in_scope,C3_action_intent,,high,直接询问工具接触旋转木杆的加工目标
scope-0460,directly_in_scope,C2_dynamic_spatial,,high,需要跨运动过程判断水翼板与水面的高度关系
scope-0461,directly_in_scope,C5_deformation_state,,high,需要跨片段追踪引擎盖的开合状态
scope-0462,supporting_operation,C2_dynamic_spatial,,medium,询问烟柱出现与飞机掠过两个动态事件的顺序
scope-0463,supporting_operation,C2_dynamic_spatial,,high,询问孤立树木与海岸的静态侧向关系
scope-0464,supporting_operation,C2_dynamic_spatial,,high,询问马匹与停放车辆的静态侧向关系
scope-0465,directly_in_scope,C5_deformation_state,C2_dynamic_spatial,high,询问浪峰移动过程中是否逐渐破碎变形
scope-0466,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问黑衣男子出现后是否朝相机移动
scope-0467,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,比较汽车最接近相机与转弯的动态时点
scope-0468,directly_in_scope,C1_occlusion_permanence,,high,需要追踪狗是否短暂进入灌木遮挡区
scope-0469,directly_in_scope,C2_dynamic_spatial,,medium,询问镜头沿移动路径经过车辆与看到马匹的顺序
scope-0470,supporting_operation,C2_dynamic_spatial,,medium,询问小船相对红色灯塔的位置分布
scope-0471,directly_in_scope,C3_action_intent,C2_dynamic_spatial,high,询问店员移动甜点的最终放置位置
scope-0472,directly_in_scope,C2_dynamic_spatial,,high,询问两辆摩托车起步后的领先关系
scope-0473,directly_in_scope,C6_reference_frame,,medium,询问风铃与远岸岛屿在视点深度中的前后关系
scope-0474,directly_in_scope,C2_dynamic_spatial,,high,询问两只狗运动中的前后关系变化
scope-0475,directly_in_scope,C2_dynamic_spatial,,high,询问滑雪者最终沿雪坡滑走的方向
scope-0476,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,相对相机追踪红车驶远后是否再次靠近
scope-0477,outside_scope,NONE,,high,只比较吸音板与三脚架的镜头展示顺序
scope-0478,directly_in_scope,C2_dynamic_spatial,,high,需要跨片段判断飞行器是否始终高于草地
scope-0479,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问人物是否从画面一侧移动到另一侧
scope-0480,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,追踪蓝车在弯道中是否持续朝向相机
scope-0481,directly_in_scope,C3_action_intent,,high,直接询问讲解者转向车尾的目标
scope-0482,directly_in_scope,C2_dynamic_spatial,,high,询问遥控直升机升空与降落的运动顺序
scope-0483,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,以车辆为参考追踪弯道中山谷所在侧
scope-0484,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问鱼由水面附近移动到船边的过程
scope-0485,directly_in_scope,C2_dynamic_spatial,,high,询问船与桥墩之间距离的变化
scope-0486,supporting_operation,C2_dynamic_spatial,,high,询问方向盘与座椅的静态相对位置
scope-0487,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,明确从驾驶者视角判断道路弯曲方向
scope-0488,directly_in_scope,C2_dynamic_spatial,C3_action_intent,high,询问鱼在水下绕圈与进入抄网的运动顺序
scope-0489,supporting_operation,C3_action_intent,,medium,询问传中后哪队球员先触球的比赛行动顺序
scope-0490,supporting_operation,C2_dynamic_spatial,,high,询问后门与侧窗的静态侧向关系
scope-0491,supporting_operation,C2_dynamic_spatial,,high,询问灯相对花瓶和相框的静态位置
scope-0492,outside_scope,NONE,,high,只比较座椅与中央台面的镜头展示顺序
scope-0493,directly_in_scope,C2_dynamic_spatial,,high,询问人与岸线之间距离的变化
scope-0494,directly_in_scope,C2_dynamic_spatial,,high,询问摩托车与前车之间距离的变化
scope-0495,directly_in_scope,C6_reference_frame,,high,询问方向盘在驾驶室画面参考系中的位置
scope-0496,directly_in_scope,C3_action_intent,C6_reference_frame,high,询问枪口指向的空间目标方向
scope-0497,directly_in_scope,C3_action_intent,,high,直接询问操作者转身是否为持续跟踪飞行器
scope-0498,supporting_operation,C3_action_intent,,medium,询问转身指示与穿过人群两个行动阶段的顺序
scope-0499,directly_in_scope,C1_occlusion_permanence,,high,需要追踪前景树木是否短暂遮挡山谷
scope-0500,directly_in_scope,C6_reference_frame,C2_dynamic_spatial,high,询问人物与相机之间距离的变化
